old_path,new_path,relationship,recommended_action,scientific_importance,validation_status,migration_priority
scripts/build_quantum_two_phase_tests.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/build_run_quantum_two_phase_script.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/build_test_suite.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/build_two_phase_plan.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/check_ibm_connection.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/collision_representability_analysis.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/generate_classical_ground_truth.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/generate_final_research_benchmarks.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/generate_phase0_research_audit.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/generate_phase6_figures.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/generate_two_phase_resources.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/hardware_preflight.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/ingest_paper.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/prepare_real_ibm_circuit.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/record_canonical_reference.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_batch1.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_batch2.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_carleman_multistep_validation.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_carleman_study.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_classical_two_phase_dambreak.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_dam_break_physics_analysis.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_operator_ablation.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_parameter_study.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase10_batch1.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase10_batch2.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase10_batch3.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase10_batch4.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase11_batch1.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase11_batch2.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase11_batch3.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase11_batch4.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase12_batch1.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase12_batch2.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase12_batch3.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase12_batch4.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase13_batch1.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase13_batch2.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase13_batch3.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase13_batch4.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase14_batch1.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase14_batch2.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase14_batch3.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase14_batch4.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase15_batch1.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase15_batch2.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase15_batch3.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase15_batch4.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase5_validation.sh,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase7_batch2.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase7_batch3.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase7_batch4.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase7_batch5.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase8_batch2.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase8_batch3.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase8_batch4.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase8_batch5.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase9_batch1.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase9_batch2.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase9_batch3.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_phase9_batch4.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_quantum_two_phase_dambreak.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/run_shot_noise_analysis.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
scripts/validate_collision_operator.py,N/A (Batch Orchestration),Phase Batch Automation Scripts (Phases 5-15),ARCHIVE in research-history,Historical Automation,Historical Batch Scripts,LOW
stage7_audit_status.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
test_phase12_hardware.py,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
tests/test_block_encoding.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_boundary.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_boundary_exact_equivalence.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_carleman.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_carleman_basis.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_carleman_boundary.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_carleman_collision.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_carleman_equivalence.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_carleman_lifting.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_carleman_mass_conservation.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,HIGH
tests/test_carleman_momentum.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_carleman_phase.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_carleman_streaming.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_carleman_truncation.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,HIGH
tests/test_carleman_truncation_limits.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,HIGH
tests/test_circuit_inverse.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_classical_ground_truth_regression.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_collision.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_collision_exact_equivalence.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_d2q9.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_dam_break_observables.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_dam_break_physics.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_encoding.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_encoding_exactness.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_equilibrium.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_hardware_preflight.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_hardware_verification.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_ibm_backend.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_ibm_isa.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,HIGH
tests/test_independent_carleman_audit.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_local_carleman.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_mass_conservation.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,HIGH
tests/test_measurement_convergence.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_momentum_conservation.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_multistep_carleman.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_multistep_quantum_equivalence.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_operator_unitarity.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_phase11_structured_oracles.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_phase12_hardware.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_phase13_hardware.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_phase14_hardware.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_phase15_real_hardware.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_phase6_benchmarks.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_phase6_noise_and_budget.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_phase_coupling.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_polynomial_system.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_postselection.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_qsvt.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,HIGH
tests/test_qsvt_condition_spectrum.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,HIGH
tests/test_quantum_block_encoding_independent.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_quantum_collision.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_quantum_resources.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_quantum_solver.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_quantum_streaming.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_shot_noise.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,HIGH
tests/test_shot_noise_statistics.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,HIGH
tests/test_streaming.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_streaming_exact_equivalence.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_two_phase_boundary.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_two_phase_carleman.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_two_phase_classical.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_two_phase_collision.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_two_phase_encoding.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_two_phase_end_to_end.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_two_phase_measurement.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_two_phase_physics.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_two_phase_quantum_streaming.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
tests/test_unitary_dilation.py,tests/ (Port selected rigorous tests to development test suite),Specialized Research Test (Phases 5-15),PORT selected tests to development branch,High (Adversarial & Numerical Verifications),Historically Validated,MEDIUM
validation/ACTUAL_QUANTUM_PIPELINE_TRACE.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/BLOCK_ENCODING_VALIDATION.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/CARLEMAN_TRUNCATION_STUDY.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/CLASSICAL_STAGE_AUDIT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/CLASSICAL_VS_QSVT_SOLVER_REPORT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/END_TO_END_QLBM_VALIDATION.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/EXACT_MATRIX_EQUIVALENCE.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/FINAL_ADVERSARIAL_AUDIT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/FINAL_INDEPENDENT_AUDIT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/FINAL_THESIS_QLBM_REPORT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/INDEPENDENT_AUDIT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/LEVEL_1_2_VALIDATION_REPORT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/LEVEL_3_4_MATRIX_REPORT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/LEVEL_5_6_7_QUANTUM_REPORT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/OBSERVABLE_MAPPING_AUDIT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
validation/QSVT_AUTHENTICITY_AUDIT.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
